date,PX
2024-07-15,1600.23
2024-07-16,1596.11
2024-07-17,1600.25
2024-07-18,1612.52
2024-07-19,1613.18
2024-07-22,1615.26
2024-07-23,1618.36
2024-07-24,1614.41
2024-07-25,1600.36
2024-07-26,1597.84
2024-07-29,1598.5
2024-07-30,1598.74
2024-07-31,1610.68
2024-08-01,1592.98
2024-08-02,1568.95
2024-08-05,1503.45
2024-08-06,1530.65
2024-08-07,1555.13
2024-08-08,1553.7
2024-08-09,1554.75
2024-08-12,1558.32
2024-08-13,1557.85
2024-08-14,1561.93
2024-08-15,1572.19
2024-08-16,1574.33
2024-08-19,1582.1
2024-08-20,1582.72
2024-08-21,1586.47
2024-08-22,1581.29
2024-08-23,1579.01
2024-08-26,1585.81
2024-08-27,1585.12
2024-08-28,1573.65
2024-08-29,1582.99
2024-08-30,1594.52
2024-09-02,1606.96
2024-09-03,1591.32
2024-09-04,1592.48
2024-09-05,1594.45
2024-09-06,1591.9
2024-09-09,1588.75
2024-09-10,1581.53
2024-09-11,1565.25
2024-09-12,1577.55
2024-09-13,1580.46
2024-09-16,1576.51
2024-09-17,1574.29
2024-09-18,1567.87
2024-09-19,1584.01
2024-09-20,1587.26
2024-09-23,1580.98
2024-09-24,1582.75
2024-09-25,1590.0
2024-09-26,1605.1
2024-09-27,1609.86
2024-09-30,1611.21
2024-10-01,1604.53
2024-10-02,1596.65
2024-10-03,1590.33
2024-10-04,1591.73
2024-10-07,1593.76
2024-10-08,1593.21
2024-10-09,1586.88
2024-10-10,1589.52
2024-10-11,1593.93
2024-10-14,1600.16
2024-10-15,1608.57
2024-10-16,1612.52
2024-10-17,1612.97
2024-10-18,1627.34
2024-10-21,1627.52
2024-10-22,1631.26
2024-10-23,1639.81
2024-10-24,1647.69
2024-10-25,1647.72
2024-10-29,1643.34
2024-10-30,1640.36
2024-10-31,1639.26
2024-11-01,1648.38
2024-11-04,1653.62
2024-11-05,1666.49
2024-11-06,1665.43
2024-11-07,1672.73
2024-11-08,1665.1
2024-11-11,1670.08
2024-11-12,1668.34
2024-11-13,1659.79
2024-11-14,1669.2
2024-11-15,1676.2
2024-11-18,1675.98
2024-11-19,1677.64
2024-11-20,1688.23
2024-11-21,1691.09
2024-11-22,1697.35
2024-11-25,1679.47
2024-11-26,1694.71
2024-11-27,1688.82
2024-11-28,1687.72
2024-11-29,1682.18
2024-12-02,1704.75
2024-12-03,1707.61
2024-12-04,1700.95
2024-12-05,1708.85
2024-12-06,1713.45
2024-12-09,1714.09
2024-12-10,1722.0
2024-12-11,1722.32
2024-12-12,1738.89
2024-12-13,1749.35
2024-12-16,1752.32
2024-12-17,1749.4
2024-12-18,1754.2
2024-12-19,1762.33
2024-12-20,1754.62
2024-12-23,1761.74
2024-12-27,1761.01
2024-12-30,1760.17
